FaceStream2, version: 1.6.0
Unknown argument: "2"
I0621 18:47:13.380610 29872 Tracker.cpp:590] minScoreOfSending      : 0.5187
I0621 18:47:13.380750 29872 Tracker.cpp:591] sendMode               : 0
I0621 18:47:13.380756 29872 Tracker.cpp:592] detectorStep           : 0
I0621 18:47:13.380759 29872 Tracker.cpp:593] minDetection           : 80
I0621 18:47:13.380762 29872 Tracker.cpp:594] detectorThreshs        : 0.5140.150.862
I0621 18:47:13.380767 29872 Tracker.cpp:595] scaleFactor            : 0.58
I0621 18:47:13.380772 29872 Tracker.cpp:597] numberOfFramesToIgnore : 36
I0621 18:47:13.380775 29872 Tracker.cpp:599] timePeriod             : 10
I0621 18:47:13.380777 29872 Tracker.cpp:600] timePeriod is repeat   : 0
I0621 18:47:13.380782 29872 Tracker.cpp:601] sendWarpingImage       : 1
I0621 18:47:13.380784 29872 Tracker.cpp:603] drawFacePoints         : 0
I0621 18:47:13.380787 29872 Tracker.cpp:604] showTrackerDet         : 0
I0621 18:47:13.380790 29872 Tracker.cpp:605] useFrg                 : 1
I0621 18:47:13.380792 29872 Tracker.cpp:607] dataPath               : ./data/
I0621 18:47:13.380795 29872 Tracker.cpp:608] log severity level     : 0
I0621 18:47:13.380798 29872 Tracker.cpp:609] log mode               : 2
I0621 18:47:13.380800 29872 Tracker.cpp:611] head-pose-estimator    : LNET
[21.06.2018 18:47:13] [Info]  [createFaceEngine] Creating FaceEngine Full
[0m[18:47:13.038][32m[flower][39m Initializing TBB task scheduler with 4 workers[0m
[0m[18:47:13.040][32m[flower][39m Num CUDA-capable devices: 1[0m
I0621 18:48:05.104590 29923 Tracker.cpp:384] Full detection.
I0621 18:48:05.112716 29923 FaceTracker.cpp:101] Track 2 wasn't updated
I0621 18:48:05.141808 29923 Tracker.cpp:384] Full detection.
I0621 18:48:05.148092 29923 FaceTracker.cpp:101] Track 2 wasn't updated
I0621 18:48:05.165192 29923 Tracker.cpp:384] Full detection.
I0621 18:48:05.170478 29923 FaceTracker.cpp:101] Track 2 wasn't updated
I0621 18:48:05.207794 29923 Tracker.cpp:384] Full detection.
I0621 18:48:05.214584 29923 FaceTracker.cpp:101] Track 2 wasn't updated
I0621 18:48:05.231704 29923 Tracker.cpp:384] Full detection.
I0621 18:48:05.238487 29923 FaceTracker.cpp:101] Track 2 wasn't updated
I0621 18:48:05.264744 29923 Tracker.cpp:384] Full detection.
I0621 18:48:05.268950 29923 FaceTracker.cpp:101] Track 2 wasn't updated
I0621 18:48:05.294451 29923 Tracker.cpp:384] Full detection.
I0621 18:48:05.301686 29923 FaceTracker.cpp:101] Track 2 wasn't updated
I0621 18:48:05.330727 29923 Tracker.cpp:384] Full detection.
I0621 18:48:05.337090 29923 FaceTracker.cpp:101] Track 2 wasn't updated
I0621 18:48:05.366458 29923 Tracker.cpp:384] Full detection.
I0621 18:48:05.371718 29923 FaceTracker.cpp:101] Track 2 wasn't updated
I0621 18:48:05.399047 29923 Tracker.cpp:384] Full detection.
I0621 18:48:05.404930 29923 FaceTracker.cpp:101] Track 2 wasn't updated
I0621 18:48:05.432513 29923 Tracker.cpp:384] Full detection.
I0621 18:48:05.438891 29923 FaceTracker.cpp:101] Track 2 wasn't updated
I0621 18:48:05.477989 29923 Tracker.cpp:384] Full detection.
I0621 18:48:05.486476 29923 FaceTracker.cpp:101] Track 2 wasn't updated
I0621 18:48:05.505378 29923 Tracker.cpp:384] Full detection.
I0621 18:48:05.512482 29923 FaceTracker.cpp:101] Track 2 wasn't updated
I0621 18:48:05.541522 29923 Tracker.cpp:384] Full detection.
I0621 18:48:05.547952 29923 FaceTracker.cpp:101] Track 2 wasn't updated
I0621 18:48:05.566918 29923 Tracker.cpp:384] Full detection.
I0621 18:48:05.574097 29923 FaceTracker.cpp:101] Track 2 wasn't updated
I0621 18:48:05.603137 29923 Tracker.cpp:384] Full detection.
I0621 18:48:05.609750 29923 FaceTracker.cpp:101] Track 2 wasn't updated
I0621 18:48:05.635738 29923 Tracker.cpp:384] Full detection.
I0621 18:48:05.641809 29923 FaceTracker.cpp:101] Track 2 wasn't updated
I0621 18:48:05.656991 29923 Tracker.cpp:384] Full detection.
I0621 18:48:05.661304 29923 FaceTracker.cpp:101] Track 2 wasn't updated
I0621 18:48:05.696525 29923 Tracker.cpp:384] Full detection.
I0621 18:48:05.702006 29923 FaceTracker.cpp:101] Track 2 wasn't updated
I0621 18:48:05.729521 29923 Tracker.cpp:384] Full detection.
I0621 18:48:05.736052 29923 FaceTracker.cpp:101] Track 2 wasn't updated
I0621 18:48:05.763715 29923 Tracker.cpp:384] Full detection.
I0621 18:48:05.772606 29923 FaceTracker.cpp:101] Track 2 wasn't updated
I0621 18:48:05.800072 29923 Tracker.cpp:384] Full detection.
I0621 18:48:05.804826 29923 FaceTracker.cpp:101] Track 2 wasn't updated
I0621 18:48:05.831281 29923 Tracker.cpp:384] Full detection.
I0621 18:48:05.836807 29923 FaceTracker.cpp:101] Track 2 wasn't updated
I0621 18:48:05.863145 29923 Tracker.cpp:384] Full detection.
I0621 18:48:05.868963 29923 FaceTracker.cpp:101] Track 2 wasn't updated
I0621 18:48:05.897897 29923 Tracker.cpp:384] Full detection.
I0621 18:48:05.903702 29923 FaceTracker.cpp:101] Track 2 wasn't updated
I0621 18:48:05.931915 29923 Tracker.cpp:384] Full detection.
I0621 18:48:05.936041 29923 FaceTracker.cpp:101] Track 2 wasn't updated
Not enough livenesses checks
I0621 18:48:05.963249 29923 Tracker.cpp:384] Full detection.
I0621 18:48:05.997524 29923 Tracker.cpp:384] Full detection.
I0621 18:48:06.032497 29923 Tracker.cpp:384] Full detection.
I0621 18:48:06.057368 29923 Tracker.cpp:384] Full detection.
I0621 18:48:06.093250 29923 Tracker.cpp:384] Full detection.
I0621 18:48:06.138336 29923 Tracker.cpp:384] Full detection.
I0621 18:48:06.163287 29923 Tracker.cpp:384] Full detection.
I0621 18:48:06.198163 29923 Tracker.cpp:384] Full detection.
I0621 18:48:06.223031 29923 Tracker.cpp:384] Full detection.
I0621 18:48:06.268056 29923 Tracker.cpp:384] Full detection.
I0621 18:48:06.292903 29923 Tracker.cpp:384] Full detection.
I0621 18:48:06.327870 29923 Tracker.cpp:384] Full detection.
I0621 18:48:06.372838 29923 Tracker.cpp:384] Full detection.
I0621 18:48:06.397744 29923 Tracker.cpp:384] Full detection.
I0621 18:48:06.432528 29923 Tracker.cpp:384] Full detection.
I0621 18:48:06.457407 29923 Tracker.cpp:384] Full detection.
I0621 18:48:06.495187 29923 Tracker.cpp:384] Full detection.
I0621 18:48:06.530081 29923 Tracker.cpp:384] Full detection.
I0621 18:48:06.566010 29923 Tracker.cpp:384] Full detection.
I0621 18:48:06.600941 29923 Tracker.cpp:384] Full detection.
I0621 18:48:06.625753 29923 Tracker.cpp:384] Full detection.
I0621 18:48:06.670718 29923 Tracker.cpp:384] Full detection.
I0621 18:48:06.695596 29923 Tracker.cpp:384] Full detection.
I0621 18:48:06.730530 29923 Tracker.cpp:384] Full detection.
I0621 18:48:06.765517 29923 Tracker.cpp:384] Full detection.
I0621 18:48:06.800433 29923 Tracker.cpp:384] Full detection.
I0621 18:48:06.825258 29923 Tracker.cpp:384] Full detection.
I0621 18:48:06.860205 29923 Tracker.cpp:384] Full detection.
I0621 18:48:06.906209 29923 Tracker.cpp:384] Full detection.
I0621 18:48:06.942225 29923 Tracker.cpp:384] Full detection.
I0621 18:48:06.968169 29923 Tracker.cpp:384] Full detection.
I0621 18:48:07.002974 29923 Tracker.cpp:384] Full detection.
I0621 18:48:07.037883 29923 Tracker.cpp:384] Full detection.
I0621 18:48:07.072805 29923 Tracker.cpp:384] Full detection.
I0621 18:48:07.097764 29923 Tracker.cpp:384] Full detection.
I0621 18:48:07.132920 29923 Tracker.cpp:384] Full detection.
I0621 18:48:07.167790 29923 Tracker.cpp:384] Full detection.
I0621 18:48:07.205561 29923 Tracker.cpp:384] Full detection.
I0621 18:48:07.230471 29923 Tracker.cpp:384] Full detection.
I0621 18:48:07.265319 29923 Tracker.cpp:384] Full detection.
I0621 18:48:07.290246 29923 Tracker.cpp:384] Full detection.
I0621 18:48:07.333668 29923 Tracker.cpp:384] Full detection.
I0621 18:48:07.368605 29923 Tracker.cpp:384] Full detection.
I0621 18:48:07.393615 29923 Tracker.cpp:384] Full detection.
I0621 18:48:07.427899 29923 Tracker.cpp:384] Full detection.
I0621 18:48:07.462479 29923 Tracker.cpp:384] Full detection.
I0621 18:48:07.497428 29923 Tracker.cpp:384] Full detection.
I0621 18:48:07.532382 29923 Tracker.cpp:384] Full detection.
I0621 18:48:07.567342 29923 Tracker.cpp:384] Full detection.
I0621 18:48:07.602283 29923 Tracker.cpp:384] Full detection.
I0621 18:48:07.627108 29923 Tracker.cpp:384] Full detection.
I0621 18:48:07.662068 29923 Tracker.cpp:384] Full detection.
I0621 18:48:07.697007 29923 Tracker.cpp:384] Full detection.
I0621 18:48:07.731973 29923 Tracker.cpp:384] Full detection.
I0621 18:48:07.766932 29923 Tracker.cpp:384] Full detection.
I0621 18:48:07.801801 29923 Tracker.cpp:384] Full detection.
I0621 18:48:07.836935 29923 Tracker.cpp:384] Full detection.
I0621 18:48:07.861840 29923 Tracker.cpp:384] Full detection.
I0621 18:48:07.899603 29923 Tracker.cpp:384] Full detection.
I0621 18:48:07.934557 29923 Tracker.cpp:384] Full detection.
I0621 18:48:07.969507 29923 Tracker.cpp:384] Full detection.
I0621 18:48:08.004428 29923 Tracker.cpp:384] Full detection.
I0621 18:48:08.029290 29923 Tracker.cpp:384] Full detection.
I0621 18:48:08.064283 29923 Tracker.cpp:384] Full detection.
I0621 18:48:08.109283 29923 Tracker.cpp:384] Full detection.
I0621 18:48:08.165401 29923 Tracker.cpp:384] Full detection.
I0621 18:48:08.169354 29923 Tracker.cpp:384] Full detection.
I0621 18:48:08.193785 29923 Tracker.cpp:384] Full detection.
I0621 18:48:08.228598 29923 Tracker.cpp:384] Full detection.
I0621 18:48:08.263713 29923 Tracker.cpp:384] Full detection.
I0621 18:48:08.299324 29923 Tracker.cpp:384] Full detection.
I0621 18:48:08.335559 29923 Tracker.cpp:384] Full detection.
I0621 18:48:08.373212 29923 Tracker.cpp:384] Full detection.
I0621 18:48:08.400496 29923 Tracker.cpp:384] Full detection.
I0621 18:48:08.437132 29923 Tracker.cpp:384] Full detection.
I0621 18:48:08.465440 29923 Tracker.cpp:384] Full detection.
I0621 18:48:08.504248 29923 Tracker.cpp:384] Full detection.
I0621 18:48:08.544963 29923 Tracker.cpp:384] Full detection.
I0621 18:48:08.574154 29923 Tracker.cpp:384] Full detection.
I0621 18:48:08.608250 29923 Tracker.cpp:384] Full detection.
I0621 18:48:08.636037 29923 Tracker.cpp:384] Full detection.
I0621 18:48:08.674943 29923 Tracker.cpp:384] Full detection.
I0621 18:48:08.703652 29923 Tracker.cpp:384] Full detection.
I0621 18:48:08.739586 29923 Tracker.cpp:384] Full detection.
I0621 18:48:08.764011 29923 Tracker.cpp:384] Full detection.
I0621 18:48:08.808514 29923 Tracker.cpp:384] Full detection.
I0621 18:48:08.837807 29923 Tracker.cpp:384] Full detection.
I0621 18:48:08.876147 29923 Tracker.cpp:384] Full detection.
I0621 18:48:08.902920 29923 Tracker.cpp:384] Full detection.
I0621 18:48:08.969738 29923 Tracker.cpp:384] Full detection.
I0621 18:48:08.978962 29923 Tracker.cpp:384] Full detection.
I0621 18:48:09.006192 29923 Tracker.cpp:384] Full detection.
I0621 18:48:09.034059 29923 Tracker.cpp:384] Full detection.
I0621 18:48:09.070520 29923 Tracker.cpp:384] Full detection.
I0621 18:48:09.097167 29923 Tracker.cpp:384] Full detection.
I0621 18:48:09.133724 29923 Tracker.cpp:384] Full detection.
I0621 18:48:09.180351 29923 Tracker.cpp:384] Full detection.
I0621 18:48:09.200305 29923 Tracker.cpp:384] Full detection.
I0621 18:48:09.225499 29923 Tracker.cpp:384] Full detection.
I0621 18:48:09.270148 29923 Tracker.cpp:384] Full detection.
I0621 18:48:09.297365 29923 Tracker.cpp:384] Full detection.
I0621 18:48:09.334019 29923 Tracker.cpp:384] Full detection.
I0621 18:48:09.379912 29923 Tracker.cpp:384] Full detection.
I0621 18:48:09.408346 29923 Tracker.cpp:384] Full detection.
I0621 18:48:09.436755 29923 Tracker.cpp:384] Full detection.
I0621 18:48:09.473469 29923 Tracker.cpp:384] Full detection.
I0621 18:48:09.510982 29923 Tracker.cpp:384] Full detection.
I0621 18:48:09.539147 29923 Tracker.cpp:384] Full detection.
I0621 18:48:09.578171 29923 Tracker.cpp:384] Full detection.
I0621 18:48:09.605820 29923 Tracker.cpp:384] Full detection.
I0621 18:48:09.644068 29923 Tracker.cpp:384] Full detection.
I0621 18:48:09.682387 29923 Tracker.cpp:384] Full detection.
I0621 18:48:09.710038 29923 Tracker.cpp:384] Full detection.
I0621 18:48:09.748657 29923 Tracker.cpp:384] Full detection.
I0621 18:48:09.776306 29923 Tracker.cpp:384] Full detection.
I0621 18:48:09.805282 29923 Tracker.cpp:384] Full detection.
I0621 18:48:09.842650 29923 Tracker.cpp:384] Full detection.
I0621 18:48:09.871074 29923 Tracker.cpp:384] Full detection.
I0621 18:48:09.908413 29923 Tracker.cpp:384] Full detection.
I0621 18:48:09.945600 29923 Tracker.cpp:384] Full detection.
I0621 18:48:09.974015 29923 Tracker.cpp:384] Full detection.
I0621 18:48:10.006718 29923 Tracker.cpp:384] Full detection.
I0621 18:48:10.036196 29923 Tracker.cpp:384] Full detection.
I0621 18:48:10.072666 29923 Tracker.cpp:384] Full detection.
I0621 18:48:10.100193 29923 Tracker.cpp:384] Full detection.
I0621 18:48:10.137315 29923 Tracker.cpp:384] Full detection.
I0621 18:48:10.164510 29923 Tracker.cpp:384] Full detection.
I0621 18:48:10.200628 29923 Tracker.cpp:384] Full detection.
I0621 18:48:10.236847 29923 Tracker.cpp:384] Full detection.
I0621 18:48:10.272989 29923 Tracker.cpp:384] Full detection.
I0621 18:48:10.309151 29923 Tracker.cpp:384] Full detection.
I0621 18:48:10.336071 29923 Tracker.cpp:384] Full detection.
I0621 18:48:10.373131 29923 Tracker.cpp:384] Full detection.
I0621 18:48:10.402107 29923 Tracker.cpp:384] Full detection.
I0621 18:48:10.438199 29923 Tracker.cpp:384] Full detection.
I0621 18:48:10.464193 29923 Tracker.cpp:384] Full detection.
I0621 18:48:10.510325 29923 Tracker.cpp:384] Full detection.
I0621 18:48:10.537667 29923 Tracker.cpp:384] Full detection.
I0621 18:48:10.573695 29923 Tracker.cpp:384] Full detection.
I0621 18:48:10.599784 29923 Tracker.cpp:384] Full detection.
I0621 18:48:10.635854 29923 Tracker.cpp:384] Full detection.
I0621 18:48:10.671851 29923 Tracker.cpp:384] Full detection.
I0621 18:48:10.700879 29923 Tracker.cpp:384] Full detection.
I0621 18:48:10.737082 29923 Tracker.cpp:384] Full detection.
I0621 18:48:10.763058 29923 Tracker.cpp:384] Full detection.
I0621 18:48:10.809193 29923 Tracker.cpp:384] Full detection.
I0621 18:48:10.835276 29923 Tracker.cpp:384] Full detection.
I0621 18:48:10.871309 29923 Tracker.cpp:384] Full detection.
I0621 18:48:10.897254 29923 Tracker.cpp:384] Full detection.
I0621 18:48:10.934155 29923 Tracker.cpp:384] Full detection.
I0621 18:48:10.970327 29923 Tracker.cpp:384] Full detection.
I0621 18:48:10.997826 29923 Tracker.cpp:384] Full detection.
